Price,Date,Close,High,Low,Open,Volume
Ticker,,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
66,2015-04-10,482.2478332519531,487.03491730092145,478.64014461382493,487.03491730092145,3059662
67,2015-04-13,480.4671630859375,483.9360729374625,478.6170778317908,481.02216607813295,2281618
68,2015-04-15,477.1601257324219,485.04608027413485,474.17682937572033,481.02216741919597,2446998
69,2015-04-16,476.23504638671875,478.03889066749497,470.84666219239534,475.47187498406913,2805060
70,2015-04-17,470.9623718261719,475.40256556192094,469.9448191946276,474.1306318300064,2024506
71,2015-04-20,464.88018798828125,474.08437395514255,463.7238846371711,471.77176725292236,2594440
72,2015-04-21,463.90887451171875,469.18162874435467,460.4862055214027,464.8339171328787,3255372
73,2015-04-22,468.5803527832031,472.23428261850523,459.51494591722326,465.5277232669202,3382968
74,2015-04-23,468.7653503417969,473.71430580279747,465.34268133637426,471.794859293455,4813914
75,2015-04-24,465.5046081542969,471.3092453236046,462.683211043076,471.2630044816429,3602622
76,2015-04-27,465.0420227050781,468.3027920556018,460.6711909998809,465.7358046192346,3685352
77,2015-04-28,464.6257629394531,467.8171711786072,457.94232455633505,462.3131564560254,3971054
78,2015-04-29,459.3530578613281,466.9152701119792,456.9710617836904,464.37140286520764,3931782
79,2015-04-30,457.3410339355469,460.2086715045012,452.83145147608064,458.3585863929253,7571842
80,2015-05-04,462.9607238769531,466.91527554236956,458.82115239032254,459.76931545640724,1570724
81,2015-05-05,456.8092041015625,464.32517573438287,455.97664312126227,462.08193033978097,2569002
82,2015-05-06,448.92315673828125,456.7397779001919,446.56430943051674,456.7397779001919,5503848
83,2015-05-07,439.99652099609375,448.64567522636673,436.7126309539869,447.72063259703407,5868332
84,2015-05-08,454.1959228515625,456.87854078247415,441.8928673942469,444.71423607105635,5785966
85,2015-05-11,458.03485107421875,459.1680339382099,450.51887973048076,456.0691354920104,3365672
86,2015-05-12,449.5475769042969,457.89608060672066,447.25809085525134,457.89608060672066,5553784
87,2015-05-13,458.01171875,459.4686721415569,449.3856851861381,451.35140071725397,3895924
88,2015-05-14,458.3818054199219,460.13938100800465,450.4958215813738,457.43364224227787,2227594
89,2015-05-15,457.94232177734375,461.38811106275244,455.2134630814947,460.1624465720094,4076812
90,2015-05-18,467.0771484375,468.07158057758954,458.8211540839613,460.67123938268696,2856652
91,2015-05-19,466.0133056640625,470.8466586409166,461.64247396288715,465.4582744872364,2393174
92,2015-05-20,473.64495849609375,474.91689206746054,466.93837143519113,466.98464050309485,2004420
93,2015-05-21,473.94561767578125,476.39700348163086,469.5054238868129,473.6218753060097,1967190
94,2015-05-22,473.7605895996094,475.9344171229257,471.00855399187446,473.9455529512894,2344768
95,2015-05-25,473.4137268066406,476.85951654407256,470.66171910103805,475.6569723142602,2184530
96,2015-05-26,475.1944274902344,476.48945334294655,470.8698361007147,473.8299556856176,2453172
97,2015-05-27,480.1665344238281,481.02218760013056,472.4193020754607,473.5293363395777,1609296
98,2015-05-28,476.1194763183594,482.73349757136646,472.7893170409213,480.5828185191701,4780580
99,2015-05-29,485.9018249511719,487.4975010184629,475.07881411091904,476.3738400098453,2529340
100,2015-06-01,479.26458740234375,488.4225324702099,476.8594990310477,485.1617344563164,1920660
101,2015-06-02,466.591552734375,481.1610041295682,464.7877363281594,480.28220223393157,2363004
102,2015-06-03,465.0883483886719,470.3842236122264,461.5963177630304,466.6840527283544,2912416
103,2015-06-04,469.43603515625,470.77733009128997,460.2087288661377,466.6146380713953,2778794
104,2015-06-05,467.9559631347656,471.07798216235113,463.6776407636299,467.26218112863546,3376930
105,2015-06-08,464.1170349121094,468.1872169760394,460.4631051077501,464.4870463306372,1905998
106,2015-06-09,463.3769836425781,465.29645845606666,461.18000732283025,464.8339371255934,3020130
107,2015-06-10,469.7366638183594,471.3092476737708,461.13377814597595,461.5962994881484,3993124
108,2015-06-11,462.61383056640625,471.10108550842426,460.0699633027968,470.6616846077886,4547088
109,2015-06-12,466.75335693359375,467.53962051869007,457.9654526902307,462.9837972424436,3264172
110,2015-06-15,464.9264221191406,468.8809736367232,462.52130568357404,463.4463482949412,2999914
111,2015-06-16,466.406494140625,467.35465716759956,461.1568604033708,462.52130389587563,3005262
112,2015-06-17,464.6951599121094,468.76534174249997,462.29004348458676,466.683995873885,4843134
113,2015-06-18,471.5867614746094,473.52935680836214,463.5620272708509,465.25024150579316,4215858
114,2015-06-19,476.6282653808594,478.6864628656535,468.6035310112081,473.99191619133353,1871162
115,2015-06-22,484.3292236328125,488.8388066155014,475.7031895072342,477.3682550088177,2724826
116,2015-06-23,486.61865234375,490.82758491550845,482.17845912013536,486.5724115054028,2827590
117,2015-06-24,483.7048645019531,489.2551208636043,482.2710031070913,487.4975170983638,3133698
118,2015-06-25,492.585205078125,495.2909435041354,482.24786488329863,484.8379729794784,8286784
119,2015-06-26,491.5908203125,495.3372320679381,486.3412141244376,493.5102952646457,2823752
120,2015-06-29,488.7232360839844,491.082083871539,476.6282904917551,483.2886097731856,3243918
121,2015-06-30,493.57965087890625,495.82286804773184,484.72235607651396,486.6880717380838,3645068
122,2015-07-01,495.9847106933594,498.13544605609917,490.29573251140926,490.8969763325264,2485594
123,2015-07-02,493.1188659667969,497.5458452172653,491.9306056671074,496.2876738683002,2241722
124,2015-07-03,500.5981140136719,501.4835211705344,491.18498163311904,491.18498163311904,2019644
125,2015-07-06,504.9085388183594,505.6075354110936,494.0740916309788,495.84490575303414,1633890
126,2015-07-07,506.4696350097656,508.63653588907704,502.5785652371687,502.5785652371687,2070736
127,2015-07-08,498.0816650390625,503.55713839630397,496.7535828782464,502.8581417975072,2700338
128,2015-07-09,500.5048522949219,501.8329343626432,494.00415025109965,495.2157328938544,1398982
129,2015-07-10,508.287109375,510.267600060165,497.91865814090073,498.5244780454563,2450044
130,2015-07-13,510.803466796875,515.3469450529027,505.60758028616004,505.60758028616004,3538042
131,2015-07-14,508.7996520996094,513.4829524262774,506.0735765311057,510.5005553313317,2837058
132,2015-07-15,511.05975341796875,513.2732429199436,508.3104119652176,509.3355843491761,1924702
133,2015-07-16,519.4476928710938,521.4515060413145,511.71214124505605,512.038373815635,3655212
134,2015-07-17,517.5137939453125,522.7329456882487,515.2070710861539,521.6378624162786,1755494
135,2015-07-20,519.7039794921875,521.4514710170436,515.8594981375043,520.0301551563648,2275634
136,2015-07-21,511.68890380859375,525.6455150765529,509.38218058248003,520.3098630540869,5514068
137,2015-07-22,519.3079223632812,520.5428278214019,507.3084798759344,510.9199625663009,3643200
138,2015-07-23,516.2789916992188,520.379738349128,512.6441859807886,518.6089807791101,2541586
139,2015-07-24,516.255615234375,519.5875106481654,512.8305430209023,514.0654484814041,2380504
140,2015-07-27,510.6637268066406,514.6946195407412,498.6176938964174,514.4150322107838,1664286
141,2015-07-28,516.5585327148438,519.0749320724914,509.0792456849314,509.80156498875874,3172836
142,2015-07-29,516.4885864257812,520.9388876196148,514.9508280065147,514.9740937629413,1971516
143,2015-07-30,517.5137939453125,520.5194565043672,513.1100813330028,515.8594792751428,4731094
144,2015-07-31,518.0264282226562,522.3834959601443,513.9955361677423,519.8670966455251,2824750
145,2015-08-03,510.45404052734375,520.7525813178936,509.54531061716204,518.5390915986452,2172864
146,2015-08-04,506.2832946777344,513.529583330618,504.18630454616647,511.71218050635963,2695464
147,2015-08-05,508.96270751953125,511.5256950827095,505.70072334821344,508.939441763287,2061390
148,2015-08-06,510.7101745605469,513.2265736061312,505.81719853810006,508.82291793972377,1871856
149,2015-08-07,509.1723937988281,511.432471247032,507.28508037665125,509.7781566728037,1613570
150,2015-08-10,510.1044616699219,515.3702022510623,507.00556517499604,510.26754950976164,1977188
151,2015-08-11,510.1278076171875,512.0617100108408,505.25815299145313,510.29095236716535,1363844
152,2015-08-12,498.82733154296875,510.2210120957854,497.5458375691109,507.1920263393942,3002870
153,2015-08-13,502.1358642578125,504.535707000184,497.0331551102125,501.8795427588762,1732526
154,2015-08-14,513.4363403320312,514.2984247869717,503.23097829715226,504.72214833356327,1800830
155,2015-08-17,508.6365966796875,513.4363967544215,501.32045400254617,512.1549028095116,1250106
156,2015-08-18,506.23663330078125,510.78011126424366,502.5552397791292,508.6831214349533,928658
157,2015-08-19,504.1396789550781,506.5395788610795,500.94760558938407,505.537672273002,1502288
158,2015-08-20,500.8077697753906,505.49107001585196,497.6856075380778,497.6856075380778,1522426
159,2015-08-21,494.5633850097656,499.9922127428088,489.7635859144691,495.82155605422946,3879486
160,2015-08-24,474.8750305175781,486.82785647139923,471.24025353353164,486.82785647139923,7343164
161,2015-08-25,474.5954284667969,481.04951456398726,468.6539569753894,477.50788604975025,6173960
162,2015-08-26,472.2887268066406,479.51169204147334,470.1917368997537,474.10612943617434,2786500
163,2015-08-27,476.2962951660156,482.0513560773523,470.23832433629457,477.6477000356979,6936716
164,2015-08-28,479.0223693847656,485.91915891092543,475.0381227111562,480.467007932516,2776568
165,2015-08-31,478.78936767578125,481.3290895556036,473.2440114907398,475.83029332663165,1720730
166,2015-09-01,466.04443359375,475.92359360014626,462.735860269829,475.92359360014626,5234572
167,2015-09-02,463.7377014160156,472.4984539778153,459.0078125795407,468.37435656594005,4340844
168,2015-09-03,470.79754638671875,472.9877416176341,465.5317772177502,467.0695641867768,3253684
169,2015-09-04,464.1571044921875,468.79378830552787,456.6778454666176,467.0230023482907,5702296
170,2015-09-07,458.75152587890625,470.56455837099804,456.6778300438291,466.4637835447683,2690870
171,2015-09-08,467.88507080078125,470.6577633127066,455.2798363925885,459.80002059998185,3722244
172,2015-09-09,473.593505859375,477.6476919576106,468.3277369925841,472.7547156009717,3276560
173,2015-09-10,471.12371826171875,473.89641052153985,464.27354574987976,467.3957363170167,2231870
174,2015-09-11,470.8907775878906,475.3177566943577,469.16658003692214,472.7547687906136,2150880
175,2015-09-14,475.1779479980469,476.38953086455757,467.62877817758255,470.12185495539205,2530172
176,2015-09-15,472.12567138671875,475.1546570157607,469.7723597980494,474.3624550858694,2166364
177,2015-09-16,476.8787841796875,479.092273483341,471.38001644011325,474.8051169542716,2127026
178,2015-09-18,489.1811828613281,494.8896558216056,480.5136352944591,482.30771541936133,3920584
179,2015-09-21,490.6723327636719,491.62765095297044,482.9367811018794,483.68236616244485,2138344
180,2015-09-22,480.2806091308594,493.95763219249835,477.7875324584845,489.3209771724131,3012606
181,2015-09-23,488.9248352050781,490.90532571815976,474.68863752997567,474.9449306138075,2580576
182,2015-09-24,489.9500732421875,491.1616560833311,482.77369611226845,487.8996716501401,4126418
183,2015-09-28,487.6201477050781,493.9577069073667,486.08233209015077,491.62771772384133,2888554
184,2015-09-29,496.1944580078125,500.43502642130755,477.694312044298,480.9097080974297,5209420
185,2015-09-30,498.0584716796875,500.01563968701214,494.5867539369965,497.68565068567466,4513898
186,2015-10-01,497.5225524902344,501.83303205310455,493.6547480746174,501.04080167842005,2517394
187,2015-10-05,511.8287048339844,514.8344249660142,501.9728393597016,501.9728393597016,4026686
188,2015-10-06,506.0502624511719,516.2789477722998,504.6755917647977,515.8595383967046,2379482
189,2015-10-07,506.8890686035156,511.82863353293493,504.8386670617304,507.0055680447024,2193134
190,2015-10-08,504.7221374511719,508.2637088746556,501.13397763089677,507.05212613563344,1940954
191,2015-10-09,506.14349365234375,510.26756257571446,503.37077276609904,510.26756257571446,1721614
192,2015-10-12,503.5339050292969,510.50054882495965,502.2524111824063,506.86574352361845,1108670
193,2015-10-13,501.5767822265625,504.27959255215774,500.1088775994634,501.2040180715003,911826
194,2015-10-14,505.4910888671875,506.3065849773674,497.24295096373777,498.0584470739176,1374574
195,2015-10-15,505.21142578125,510.96648608990716,503.743521626256,505.9336880969237,1962976
196,2015-10-16,512.6209106445312,513.296584711278,505.60762089127246,507.93760992763777,2421844
197,2015-10-19,511.5722961425781,513.5760521153413,509.9413041979063,512.5974683254351,1327110
198,2015-10-20,510.2209777832031,513.9489600018993,508.49675187635955,511.66555951604903,1925678
199,2015-10-21,510.26763916015625,514.4616197559932,505.6076607203375,512.0850421285861,3636602
200,2015-10-23,516.5585327148438,518.9816983869525,510.73356053718425,512.3412301044207,2233524
201,2015-10-26,513.2965698242188,519.2147190511444,511.19957975230864,519.0982196027048,2443992
202,2015-10-27,517.6769409179688,519.1215226471796,510.5238864307435,510.5238864307435,4492016
203,2015-10-28,517.95654296875,523.7815153368197,514.9508799806244,514.9508799806244,3847380
204,2015-10-29,514.2517700195312,519.354421936174,512.5974554776056,517.2574323455839,3351184
205,2015-10-30,512.4111328125,518.189516495645,508.1472418709115,513.5295388293172,4048730
206,2015-11-02,504.7221374511719,510.6869312371893,501.64656376458043,510.2908445377287,1578276
207,2015-11-03,505.56097412109375,508.8695467938625,502.90475279559575,508.380226398918,1274296
208,2015-11-04,504.0697937011719,511.71216894038196,502.4621240571064,507.96092080939695,1348222
209,2015-11-05,503.2077941894531,504.67569887332667,498.38472755773114,502.5787084347948,1798476
210,2015-11-06,503.697021484375,507.47159219820634,501.06412259974417,503.6037877958818,2940502
211,2015-11-09,496.1944580078125,498.45453585985985,489.763665901549,493.02565035569825,5714716
212,2015-11-10,491.4412841796875,496.2876728311829,490.4393775008281,493.98100640140086,2201290
213,2015-11-13,490.2530212402344,491.6276920328776,485.1037226599294,489.018115660598,1970014
214,2015-11-16,494.4002685546875,496.28758211370405,487.0841269524405,488.7151190063353,2367366
215,2015-11-17,494.3304748535156,495.7284682135261,489.8568505938856,495.49546932019103,1283702
216,2015-11-18,488.645263671875,496.68372542525225,487.57350290212173,494.74982324971467,1223360
217,2015-11-19,498.10504150390625,499.0603028281258,489.1112615404055,491.6276609448897,1638840
218,2015-11-20,499.01373291015625,503.3941236084343,493.9576681554643,496.2410687530824,2324080
219,2015-11-23,496.7769775390625,501.18063399610816,493.514992938437,500.4816372959741,1704140
220,2015-11-24,495.9847106933594,500.2486016276806,494.9362157202226,496.40412005951265,2001126
221,2015-11-26,495.79833984375,497.21965589697334,489.81027945094365,493.49167347225375,4395742
222,2015-11-27,502.99798583984375,504.302745417224,494.4002931684399,496.2176957815856,3462536
223,2015-11-30,502.22906494140625,503.7435575983857,498.4777603757074,502.90473891149344,2623888
224,2015-12-01,504.6756896972656,505.561097021004,500.2487099630791,501.90302514386667,947666
225,2015-12-02,502.25250244140625,509.19582485674454,499.4797811200001,507.9376534231672,1281142
226,2015-12-03,501.7630310058594,503.74352126058415,497.35937542855976,499.7825407511346,1903856
227,2015-12-04,493.445068359375,500.29521307903264,492.09366339927715,500.29521307903264,2929914
228,2015-12-07,494.8663330078125,499.13022418622666,494.4702462610737,497.77881921103307,2907404
229,2015-12-08,488.9481506347656,494.84303368717497,487.8996556727182,494.4236243254575,2451330
230,2015-12-09,488.1093444824219,492.55964596752483,486.8977616497505,487.9462566388016,1945308
231,2015-12-10,494.2373046875,495.44888771166245,485.7095782261042,486.9677496580224,3257170
232,2015-12-11,487.59674072265625,494.2372087471401,485.56966186050164,493.95762147037595,1516960
233,2015-12-14,491.6510314941406,493.88778693924587,484.6843298304627,485.1037392528263,2939008
234,2015-12-15,493.70135498046875,495.09934840460653,487.10753150421715,490.69569187237164,2278708
235,2015-12-16,497.35943603515625,500.1786883753238,493.6547196824174,495.35562289710936,3421384
236,2015-12-17,503.39404296875,505.1415344393659,496.28757765491207,500.43496878873805,2439006
237,2015-12-18,500.0155944824219,505.60756758008176,497.91860457079946,505.60756758008176,1586064
238,2015-12-21,501.134033203125,503.23102325168185,498.17495862261615,499.433129897952,1548750
239,2015-12-22,496.96331787109375,501.6466183906383,495.82164604518266,500.71462281536543,1214768
240,2015-12-23,500.5281982421875,502.32227829721637,498.2215320120781,499.8292015803975,1506984
241,2015-12-24,500.4815979003906,501.6000039094688,497.825433402761,501.5067702260916,1073176
242,2015-12-28,501.9961853027344,503.231090985555,497.56920571547425,500.48169228604013,3877714
243,2015-12-29,502.322265625,503.20767275116305,499.2234260101681,502.78826338777077,2115806
244,2015-12-30,500.6214294433594,504.18626689320195,499.80593334198477,503.277593991182,1056280
245,2015-12-31,504.2794494628906,505.5609432065828,500.9475543523934,500.9475543523934,4645004
246,2016-01-01,507.35504150390625,508.0540381167704,501.48348133274527,504.3959672196793,1597538
247,2016-01-04,498.85064697265625,505.1416172987944,497.73224087111004,505.1416172987944,2593768
248,2016-01-05,495.0760498046875,500.8544336180553,494.5867293848985,498.71079833564073,1580436
249,2016-01-06,497.2661437988281,501.7630330666875,492.39649049453396,492.39649049453396,2082768
250,2016-01-07,492.1868591308594,496.24107416706505,489.1578733968599,494.00426194815867,3027714
251,2016-01-08,495.0528259277344,496.05473272535835,492.67624816710673,494.86641540279174,1744178
252,2016-01-11,493.3052673339844,494.4236734481843,487.1075306288105,490.25301582746766,1644456
253,2016-01-12,487.8763732910156,495.7750701209445,486.2687036370064,495.7750701209445,2129368
254,2016-01-13,494.0275573730469,495.23914022299317,483.2396973994297,490.2296640927677,2257574
255,2016-01-14,489.1811828613281,492.74607735219655,484.40470548640207,489.36759335529763,3139592
256,2016-01-15,485.63958740234375,491.83732361290225,483.7522736799689,488.36566298005704,2708630
257,2016-01-18,478.0437927246094,485.3133464342084,475.78371495602624,482.61059354556505,3247694
258,2016-01-19,482.6805419921875,483.4960381388057,478.25356291054555,478.6729154212089,3202606
259,2016-01-20,474.5255126953125,516.3255174007738,469.6791530630355,477.6477033716545,4781794
260,2016-01-21,476.7157287597656,481.49220600295973,472.24216145035587,475.783733200118,3150402
261,2016-01-22,480.1175231933594,486.61816930409856,476.27301316455896,477.973887952656,2118142
262,2016-01-25,485.1736145019531,487.7598681274327,481.3990437482152,484.61438301856833,5071942
263,2016-01-27,482.61065673828125,488.69189419737137,481.3757511305044,488.57539474162826,2019734
264,2016-01-28,480.7698974609375,487.8530980036385,479.97772397128807,484.1717040836586,4975986
265,2016-01-29,489.2277526855469,491.6043299610446,482.4008739051954,482.4008739051954,2680092
266,2016-02-01,493.8411865234375,497.21967069639805,491.0218769770294,493.0256903437574,2304742
267,2016-02-02,491.06842041015625,496.4040715538422,489.39078310947195,496.2875721237662,3264314
268,2016-02-03,486.4317932128906,489.9500993643548,485.5697086579118,486.73470316044995,2425122
269,2016-02-04,488.9248352050781,491.5810566121423,487.2239888602614,488.3656606375347,2837996
270,2016-02-05,491.7440490722656,495.7283519677954,487.24716010849653,490.6023775164379,3761952
271,2016-02-08,482.70379638671875,493.02565874779907,480.11754279903204,491.62766538651044,1740962
272,2016-02-09,478.1370849609375,480.7000729655564,475.62068536132085,478.439938035702,2767730
273,2016-02-10,472.0325012207031,480.04766947705355,470.70439035776496,477.1351830788339,3841140
274,2016-02-11,454.4876708984375,472.05579450683587,451.1790977333843,470.65780103840495,4401800
275,2016-02-12,452.6702575683594,459.6835185107329,450.1538581644541,456.2118293405803,6271072
276,2016-02-15,453.6954040527344,460.52228255786207,452.53040966225154,456.67780106926875,5456480
277,2016-02-16,453.62554931640625,457.6098246881232,448.2898689918274,457.3768257957158,3568048
278,2016-02-17,454.3012390136719,456.63122787220493,446.8918630666381,455.2332345570851,3751962
279,2016-02-18,461.0815124511719,461.92030277280156,455.2798343596743,459.4738144100705,3399928
280,2016-02-19,461.0115966796875,462.5493836606152,453.6488374662704,460.7553035899074,1664330
281,2016-02-22,460.75531005859375,464.13379400086916,458.0758227940305,458.0758227940305,2001198
282,2016-02-23,452.0411376953125,459.2408090353048,450.15385238772643,458.9612217461243,3039160
283,2016-02-24,442.5114440917969,448.7092368095078,441.0202740723201,447.35783198183134,3231734
284,2016-02-25,439.2727966308594,446.07635250024316,437.199100925564,444.5618597913105,4231598
285,2016-02-26,447.82391357421875,452.4838918632325,440.3679483117968,442.69793745630363,3104694
286,2016-02-29,452.87994384765625,457.8894201234848,432.445951997106,447.8704675718277,4406376
287,2016-03-01,458.61175537109375,459.82333829829906,452.87995956325943,454.32456983734943,2161280
288,2016-03-02,469.35296630859375,471.0771637705683,463.66778774527756,465.0657810751628,3179488
289,2016-03-03,473.3838195800781,475.3177216873714,470.65774402376974,471.0072423485399,2305200
290,2016-03-04,475.5740051269531,477.601112434863,462.78236101130017,473.197427943606,2852312
291,2016-03-08,472.5916748046875,477.18174170493035,470.4247736827414,477.18174170493035,956844
292,2016-03-09,477.5545349121094,479.93111214958174,469.1432524545089,472.0557385015322,3264086
293,2016-03-10,475.9002380371094,477.99722807007583,470.7043513563046,477.5545529280255,1335696
294,2016-03-11,479.3719482421875,480.350589199474,472.05580501500515,475.2712014408723,2365428
295,2016-03-14,478.8360595703125,483.6823911566684,477.76424188227406,479.04573582538677,1504328
296,2016-03-15,478.4398498535156,481.5620687961978,476.08659543188895,478.99908126396815,3845018
297,2016-03-16,480.18743896484375,481.95825346451306,474.82849238670053,478.5797692125259,2401774
298,2016-03-17,474.5721740722656,484.1717174395969,471.1936899996602,482.28440358317,2556742
299,2016-03-18,479.23211669921875,480.9096972896094,473.1508230639976,476.69242317140083,2067534
300,2016-03-21,487.24725341796875,488.06274950958215,481.02619461027336,481.3756929352505,2659398
301,2016-03-22,491.0917663574219,492.37326029751716,484.9638839578853,487.6666939307939,2060132
302,2016-03-23,488.9947814941406,490.71900748992005,484.8940349727542,490.71900748992005,4232150
303,2016-03-28,488.1326599121094,490.6956476252517,485.40658435775657,486.96766549704466,5635434
304,2016-03-29,491.06842041015625,493.7245846620942,486.61811942745805,488.1326120184461,3366976
305,2016-03-30,496.2643737792969,498.5710972032405,491.11513181094085,493.02571156581735,3907190
306,2016-03-31,499.153564453125,502.7650474726281,496.310989195319,497.14975112076274,10040196
307,2016-04-01,496.0312805175781,501.5999877415066,492.4664432500042,498.0584162306576,2579324
308,2016-04-04,498.1749572753906,499.92244897779557,495.82164569568715,496.3808202866585,3089980
